sale_id,sku,sale_date,quantity,unit_price,total
SKU007_20250914_773,SKU007,2025-09-14,2,86.7,173.4
SKU007_20250915_714,SKU007,2025-09-15,9,86.7,780.3000000000001
SKU007_20250916_720,SKU007,2025-09-16,5,86.7,433.5
SKU007_20250917_429,SKU007,2025-09-17,10,86.7,867.0
SKU007_20250918_616,SKU007,2025-09-18,6,86.7,520.2
SKU007_20250919_493,SKU007,2025-09-19,10,86.7,867.0
SKU007_20250920_528,SKU007,2025-09-20,14,86.7,1213.8
SKU007_20250921_723,SKU007,2025-09-21,8,86.7,693.6
SKU007_20250922_809,SKU007,2025-09-22,4,86.7,346.8
SKU007_20250923_880,SKU007,2025-09-23,5,86.7,433.5
SKU007_20250924_354,SKU007,2025-09-24,6,86.7,520.2
SKU007_20250925_380,SKU007,2025-09-25,4,86.7,346.8
SKU007_20250926_507,SKU007,2025-09-26,8,86.7,693.6
SKU007_20250927_451,SKU007,2025-09-27,6,86.7,520.2
SKU007_20250928_401,SKU007,2025-09-28,8,86.7,693.6
SKU007_20250929_563,SKU007,2025-09-29,2,86.7,173.4
SKU007_20250930_924,SKU007,2025-09-30,9,86.7,780.3000000000001
SKU007_20251001_236,SKU007,2025-10-01,5,86.7,433.5
SKU007_20251002_241,SKU007,2025-10-02,3,86.7,260.1
SKU007_20251003_522,SKU007,2025-10-03,7,86.7,606.9
SKU007_20251004_716,SKU007,2025-10-04,6,86.7,520.2
SKU007_20251005_816,SKU007,2025-10-05,8,86.7,693.6
SKU007_20251006_866,SKU007,2025-10-06,8,86.7,693.6
SKU007_20251007_624,SKU007,2025-10-07,9,86.7,780.3000000000001
SKU007_20251008_406,SKU007,2025-10-08,2,86.7,173.4
SKU007_20251009_963,SKU007,2025-10-09,6,86.7,520.2
SKU007_20251010_818,SKU007,2025-10-10,7,86.7,606.9
SKU007_20251011_660,SKU007,2025-10-11,12,86.7,1040.4
SKU007_20251012_981,SKU007,2025-10-12,10,86.7,867.0
SKU007_20251013_421,SKU007,2025-10-13,6,86.7,520.2
SKU007_20251014_828,SKU007,2025-10-14,11,86.7,953.7
SKU007_20251015_854,SKU007,2025-10-15,6,86.7,520.2
SKU007_20251016_666,SKU007,2025-10-16,7,86.7,606.9
SKU007_20251017_747,SKU007,2025-10-17,5,86.7,433.5
SKU007_20251018_322,SKU007,2025-10-18,7,86.7,606.9
SKU007_20251019_305,SKU007,2025-10-19,9,86.7,780.3000000000001
SKU007_20251020_314,SKU007,2025-10-20,7,86.7,606.9
SKU007_20251021_739,SKU007,2025-10-21,6,86.7,520.2
SKU007_20251022_831,SKU007,2025-10-22,9,86.7,780.3000000000001
SKU007_20251023_397,SKU007,2025-10-23,2,86.7,173.4
SKU007_20251024_803,SKU007,2025-10-24,9,86.7,780.3000000000001
SKU007_20251025_453,SKU007,2025-10-25,7,86.7,606.9
SKU007_20251026_788,SKU007,2025-10-26,10,86.7,867.0
SKU007_20251027_235,SKU007,2025-10-27,4,86.7,346.8
SKU007_20251028_827,SKU007,2025-10-28,6,86.7,520.2
SKU007_20251029_765,SKU007,2025-10-29,3,86.7,260.1
SKU007_20251030_282,SKU007,2025-10-30,5,86.7,433.5
SKU007_20251031_615,SKU007,2025-10-31,3,86.7,260.1
SKU007_20251101_655,SKU007,2025-11-01,11,86.7,953.7
SKU007_20251102_810,SKU007,2025-11-02,8,86.7,693.6
SKU007_20251103_752,SKU007,2025-11-03,9,86.7,780.3000000000001
SKU007_20251104_430,SKU007,2025-11-04,11,86.7,953.7
SKU007_20251105_827,SKU007,2025-11-05,14,86.7,1213.8
SKU007_20251106_218,SKU007,2025-11-06,16,86.7,1387.2
SKU007_20251107_879,SKU007,2025-11-07,7,86.7,606.9
SKU007_20251108_460,SKU007,2025-11-08,8,86.7,693.6
SKU007_20251109_675,SKU007,2025-11-09,11,86.7,953.7
SKU007_20251110_591,SKU007,2025-11-10,16,86.7,1387.2
SKU007_20251111_696,SKU007,2025-11-11,11,86.7,953.7
SKU007_20251112_684,SKU007,2025-11-12,11,86.7,953.7
SKU007_20251113_783,SKU007,2025-11-13,11,86.7,953.7
SKU007_20251114_827,SKU007,2025-11-14,14,86.7,1213.8
SKU007_20251115_527,SKU007,2025-11-15,12,86.7,1040.4
SKU007_20251116_790,SKU007,2025-11-16,9,86.7,780.3000000000001
SKU007_20251117_865,SKU007,2025-11-17,17,86.7,1473.9
SKU007_20251118_961,SKU007,2025-11-18,12,86.7,1040.4
SKU007_20251119_646,SKU007,2025-11-19,13,86.7,1127.1000000000001
SKU007_20251120_392,SKU007,2025-11-20,8,86.7,693.6
SKU007_20251121_998,SKU007,2025-11-21,11,86.7,953.7
SKU007_20251122_967,SKU007,2025-11-22,16,86.7,1387.2
SKU007_20251123_532,SKU007,2025-11-23,10,86.7,867.0
SKU007_20251124_927,SKU007,2025-11-24,6,86.7,520.2
SKU007_20251125_113,SKU007,2025-11-25,9,86.7,780.3000000000001
SKU007_20251126_635,SKU007,2025-11-26,11,86.7,953.7
SKU007_20251127_209,SKU007,2025-11-27,16,86.7,1387.2
SKU007_20251128_125,SKU007,2025-11-28,10,86.7,867.0
SKU007_20251129_490,SKU007,2025-11-29,13,86.7,1127.1000000000001
SKU007_20251130_248,SKU007,2025-11-30,8,86.7,693.6
SKU007_20251201_154,SKU007,2025-12-01,22,86.7,1907.4
SKU007_20251202_786,SKU007,2025-12-02,16,86.7,1387.2
SKU007_20251203_157,SKU007,2025-12-03,11,86.7,953.7
SKU007_20251204_304,SKU007,2025-12-04,12,86.7,1040.4
SKU007_20251205_373,SKU007,2025-12-05,14,86.7,1213.8
SKU007_20251206_868,SKU007,2025-12-06,15,86.7,1300.5
SKU007_20251207_904,SKU007,2025-12-07,13,86.7,1127.1000000000001
SKU007_20251208_264,SKU007,2025-12-08,18,86.7,1560.6000000000001
SKU007_20251209_393,SKU007,2025-12-09,18,86.7,1560.6000000000001
SKU007_20251210_799,SKU007,2025-12-10,23,86.7,1994.1000000000001
SKU007_20251211_356,SKU007,2025-12-11,8,86.7,693.6
SKU007_20251212_249,SKU007,2025-12-12,21,86.7,1820.7
SKU007_20251213_959,SKU007,2025-12-13,20,86.7,1734.0
SKU007_20251214_163,SKU007,2025-12-14,15,86.7,1300.5
SKU007_20251215_807,SKU007,2025-12-15,17,86.7,1473.9
SKU007_20251216_903,SKU007,2025-12-16,21,86.7,1820.7
SKU007_20251217_402,SKU007,2025-12-17,17,86.7,1473.9
SKU007_20251218_308,SKU007,2025-12-18,18,86.7,1560.6000000000001
SKU007_20251219_871,SKU007,2025-12-19,17,86.7,1473.9
SKU007_20251220_654,SKU007,2025-12-20,18,86.7,1560.6000000000001
SKU007_20251221_133,SKU007,2025-12-21,10,86.7,867.0
SKU007_20251222_467,SKU007,2025-12-22,17,86.7,1473.9
SKU007_20251223_933,SKU007,2025-12-23,21,86.7,1820.7
SKU007_20251224_563,SKU007,2025-12-24,13,86.7,1127.1000000000001
SKU007_20251225_204,SKU007,2025-12-25,9,86.7,780.3000000000001
SKU007_20251226_730,SKU007,2025-12-26,15,86.7,1300.5
SKU007_20251227_988,SKU007,2025-12-27,11,86.7,953.7
SKU007_20251228_791,SKU007,2025-12-28,9,86.7,780.3000000000001
SKU007_20251229_857,SKU007,2025-12-29,16,86.7,1387.2
SKU007_20251230_675,SKU007,2025-12-30,12,86.7,1040.4
SKU007_20251231_985,SKU007,2025-12-31,12,86.7,1040.4
SKU007_20260101_329,SKU007,2026-01-01,9,86.7,780.3000000000001
SKU007_20260102_860,SKU007,2026-01-02,6,86.7,520.2
SKU007_20260103_762,SKU007,2026-01-03,10,86.7,867.0
SKU007_20260104_674,SKU007,2026-01-04,7,86.7,606.9
SKU007_20260105_498,SKU007,2026-01-05,8,86.7,693.6
SKU007_20260106_343,SKU007,2026-01-06,3,86.7,260.1
SKU007_20260107_623,SKU007,2026-01-07,9,86.7,780.3000000000001
SKU007_20260108_903,SKU007,2026-01-08,5,86.7,433.5
SKU007_20260109_915,SKU007,2026-01-09,5,86.7,433.5
SKU007_20260110_917,SKU007,2026-01-10,9,86.7,780.3000000000001
SKU007_20260111_812,SKU007,2026-01-11,6,86.7,520.2
SKU007_20260112_394,SKU007,2026-01-12,5,86.7,433.5
SKU007_20260113_809,SKU007,2026-01-13,6,86.7,520.2
SKU007_20260114_780,SKU007,2026-01-14,5,86.7,433.5
SKU007_20260115_148,SKU007,2026-01-15,6,86.7,520.2
SKU007_20260116_490,SKU007,2026-01-16,7,86.7,606.9
SKU007_20260117_496,SKU007,2026-01-17,7,86.7,606.9
SKU007_20260118_526,SKU007,2026-01-18,10,86.7,867.0
SKU007_20260119_907,SKU007,2026-01-19,4,86.7,346.8
SKU007_20260120_801,SKU007,2026-01-20,7,86.7,606.9
SKU007_20260121_420,SKU007,2026-01-21,7,86.7,606.9
SKU007_20260122_665,SKU007,2026-01-22,8,86.7,693.6
SKU007_20260123_155,SKU007,2026-01-23,9,86.7,780.3000000000001
SKU007_20260124_113,SKU007,2026-01-24,12,86.7,1040.4
SKU007_20260125_861,SKU007,2026-01-25,9,86.7,780.3000000000001
SKU007_20260126_357,SKU007,2026-01-26,4,86.7,346.8
SKU007_20260127_307,SKU007,2026-01-27,5,86.7,433.5
SKU007_20260128_735,SKU007,2026-01-28,6,86.7,520.2
SKU007_20260129_989,SKU007,2026-01-29,6,86.7,520.2
SKU007_20260130_899,SKU007,2026-01-30,2,86.7,173.4
SKU007_20260131_981,SKU007,2026-01-31,5,86.7,433.5
SKU007_20260201_991,SKU007,2026-02-01,6,86.7,520.2
SKU007_20260202_553,SKU007,2026-02-02,5,86.7,433.5
SKU007_20260203_949,SKU007,2026-02-03,7,86.7,606.9
SKU007_20260204_330,SKU007,2026-02-04,6,86.7,520.2
SKU007_20260205_748,SKU007,2026-02-05,8,86.7,693.6
SKU007_20260206_821,SKU007,2026-02-06,8,86.7,693.6
SKU007_20260207_826,SKU007,2026-02-07,5,86.7,433.5
SKU007_20260208_763,SKU007,2026-02-08,8,86.7,693.6
SKU007_20260209_476,SKU007,2026-02-09,7,86.7,606.9
SKU007_20260210_873,SKU007,2026-02-10,7,86.7,606.9
SKU007_20260211_702,SKU007,2026-02-11,5,86.7,433.5
SKU007_20260212_659,SKU007,2026-02-12,7,86.7,606.9
SKU007_20260213_856,SKU007,2026-02-13,6,86.7,520.2
SKU007_20260214_717,SKU007,2026-02-14,5,86.7,433.5
SKU007_20260215_301,SKU007,2026-02-15,10,86.7,867.0
SKU007_20260216_894,SKU007,2026-02-16,7,86.7,606.9
SKU007_20260217_842,SKU007,2026-02-17,6,86.7,520.2
SKU007_20260218_298,SKU007,2026-02-18,1,86.7,86.7
SKU007_20260219_401,SKU007,2026-02-19,4,86.7,346.8
SKU007_20260220_559,SKU007,2026-02-20,2,86.7,173.4
SKU007_20260221_281,SKU007,2026-02-21,9,86.7,780.3000000000001
SKU007_20260222_799,SKU007,2026-02-22,10,86.7,867.0
SKU007_20260223_176,SKU007,2026-02-23,9,86.7,780.3000000000001
SKU007_20260224_291,SKU007,2026-02-24,8,86.7,693.6
SKU007_20260225_277,SKU007,2026-02-25,7,86.7,606.9
SKU007_20260226_852,SKU007,2026-02-26,3,86.7,260.1
SKU007_20260227_626,SKU007,2026-02-27,10,86.7,867.0
SKU007_20260228_222,SKU007,2026-02-28,7,86.7,606.9
SKU007_20260301_486,SKU007,2026-03-01,10,86.7,867.0
SKU007_20260302_141,SKU007,2026-03-02,5,86.7,433.5
SKU007_20260303_538,SKU007,2026-03-03,5,86.7,433.5
SKU007_20260304_385,SKU007,2026-03-04,1,86.7,86.7
SKU007_20260305_669,SKU007,2026-03-05,3,86.7,260.1
SKU007_20260306_370,SKU007,2026-03-06,6,86.7,520.2
SKU007_20260307_233,SKU007,2026-03-07,4,86.7,346.8
SKU007_20260308_264,SKU007,2026-03-08,9,86.7,780.3000000000001
SKU007_20260309_698,SKU007,2026-03-09,8,86.7,693.6
SKU007_20260310_966,SKU007,2026-03-10,4,86.7,346.8
SKU007_20260311_361,SKU007,2026-03-11,6,86.7,520.2
SKU007_20260312_105,SKU007,2026-03-12,4,86.7,346.8
SKU007_20260313_438,SKU007,2026-03-13,5,86.7,433.5
SKU007_20260314_577,SKU007,2026-03-14,7,86.7,606.9
SKU007_20260315_826,SKU007,2026-03-15,5,86.7,433.5
SKU007_20260316_258,SKU007,2026-03-16,5,86.7,433.5
SKU007_20260317_140,SKU007,2026-03-17,11,86.7,953.7
SKU007_20260318_257,SKU007,2026-03-18,7,86.7,606.9
SKU007_20260319_430,SKU007,2026-03-19,5,86.7,433.5
SKU007_20260320_711,SKU007,2026-03-20,4,86.7,346.8
SKU007_20260321_152,SKU007,2026-03-21,4,86.7,346.8
SKU007_20260322_892,SKU007,2026-03-22,5,86.7,433.5
SKU007_20260323_740,SKU007,2026-03-23,8,86.7,693.6
SKU007_20260324_730,SKU007,2026-03-24,7,86.7,606.9
SKU007_20260325_963,SKU007,2026-03-25,4,86.7,346.8
SKU007_20260326_777,SKU007,2026-03-26,5,86.7,433.5
SKU007_20260327_408,SKU007,2026-03-27,6,86.7,520.2
SKU007_20260328_602,SKU007,2026-03-28,5,86.7,433.5
SKU007_20260329_908,SKU007,2026-03-29,11,86.7,953.7
SKU007_20260330_686,SKU007,2026-03-30,7,86.7,606.9
SKU007_20260331_663,SKU007,2026-03-31,6,86.7,520.2
SKU007_20260401_466,SKU007,2026-04-01,6,86.7,520.2
SKU007_20260402_174,SKU007,2026-04-02,11,86.7,953.7
SKU007_20260403_902,SKU007,2026-04-03,8,86.7,693.6
SKU007_20260404_824,SKU007,2026-04-04,6,86.7,520.2
SKU007_20260405_425,SKU007,2026-04-05,9,86.7,780.3000000000001
SKU007_20260406_638,SKU007,2026-04-06,7,86.7,606.9
SKU007_20260407_325,SKU007,2026-04-07,4,86.7,346.8
SKU007_20260408_288,SKU007,2026-04-08,4,86.7,346.8
SKU007_20260409_633,SKU007,2026-04-09,5,86.7,433.5
SKU007_20260410_169,SKU007,2026-04-10,7,86.7,606.9
SKU007_20260411_905,SKU007,2026-04-11,15,86.7,1300.5
SKU007_20260412_617,SKU007,2026-04-12,5,86.7,433.5
SKU007_20260413_263,SKU007,2026-04-13,9,86.7,780.3000000000001
SKU007_20260414_525,SKU007,2026-04-14,6,86.7,520.2
SKU007_20260415_656,SKU007,2026-04-15,2,86.7,173.4
SKU007_20260416_649,SKU007,2026-04-16,4,86.7,346.8
SKU007_20260417_513,SKU007,2026-04-17,8,86.7,693.6
SKU007_20260418_194,SKU007,2026-04-18,8,86.7,693.6
SKU007_20260419_457,SKU007,2026-04-19,7,86.7,606.9
SKU007_20260420_326,SKU007,2026-04-20,7,86.7,606.9
SKU007_20260421_318,SKU007,2026-04-21,6,86.7,520.2
SKU007_20260422_779,SKU007,2026-04-22,8,86.7,693.6
SKU007_20260423_439,SKU007,2026-04-23,8,86.7,693.6
SKU007_20260424_439,SKU007,2026-04-24,9,86.7,780.3000000000001
SKU007_20260425_469,SKU007,2026-04-25,9,86.7,780.3000000000001
SKU007_20260426_400,SKU007,2026-04-26,9,86.7,780.3000000000001
SKU007_20260427_323,SKU007,2026-04-27,6,86.7,520.2
SKU007_20260428_870,SKU007,2026-04-28,4,86.7,346.8
SKU007_20260429_733,SKU007,2026-04-29,5,86.7,433.5
SKU007_20260430_643,SKU007,2026-04-30,8,86.7,693.6
SKU007_20260501_586,SKU007,2026-05-01,8,86.7,693.6
SKU007_20260502_674,SKU007,2026-05-02,6,86.7,520.2
SKU007_20260503_943,SKU007,2026-05-03,7,86.7,606.9
SKU007_20260504_870,SKU007,2026-05-04,5,86.7,433.5
SKU007_20260505_764,SKU007,2026-05-05,7,86.7,606.9
SKU007_20260506_109,SKU007,2026-05-06,6,86.7,520.2
SKU007_20260507_217,SKU007,2026-05-07,8,86.7,693.6
SKU007_20260508_784,SKU007,2026-05-08,2,86.7,173.4
SKU007_20260509_454,SKU007,2026-05-09,11,86.7,953.7
SKU007_20260510_556,SKU007,2026-05-10,9,86.7,780.3000000000001
SKU007_20260511_346,SKU007,2026-05-11,5,86.7,433.5
SKU007_20260512_757,SKU007,2026-05-12,5,86.7,433.5
SKU007_20260513_728,SKU007,2026-05-13,7,86.7,606.9
SKU007_20260514_736,SKU007,2026-05-14,6,86.7,520.2
SKU007_20260515_349,SKU007,2026-05-15,3,86.7,260.1
SKU007_20260516_140,SKU007,2026-05-16,5,86.7,433.5
SKU007_20260517_798,SKU007,2026-05-17,6,86.7,520.2
SKU007_20260518_428,SKU007,2026-05-18,6,86.7,520.2
SKU007_20260519_490,SKU007,2026-05-19,6,86.7,520.2
SKU007_20260520_915,SKU007,2026-05-20,10,86.7,867.0
SKU007_20260521_216,SKU007,2026-05-21,5,86.7,433.5
SKU007_20260522_495,SKU007,2026-05-22,3,86.7,260.1
SKU007_20260523_362,SKU007,2026-05-23,7,86.7,606.9
SKU007_20260524_653,SKU007,2026-05-24,3,86.7,260.1
SKU007_20260525_841,SKU007,2026-05-25,7,86.7,606.9
SKU007_20260526_389,SKU007,2026-05-26,7,86.7,606.9
SKU007_20260527_125,SKU007,2026-05-27,7,86.7,606.9
SKU008_20240101_941,SKU008,2024-01-01,4,32.84,131.36
SKU008_20240102_888,SKU008,2024-01-02,8,32.84,262.72
SKU008_20240103_483,SKU008,2024-01-03,10,32.84,328.40000000000003
SKU008_20240104_626,SKU008,2024-01-04,3,32.84,98.52000000000001
SKU008_20240105_922,SKU008,2024-01-05,7,32.84,229.88000000000002
SKU008_20240106_620,SKU008,2024-01-06,9,32.84,295.56000000000006
SKU008_20240107_556,SKU008,2024-01-07,10,32.84,328.40000000000003
SKU008_20240108_598,SKU008,2024-01-08,9,32.84,295.56000000000006
SKU008_20240109_144,SKU008,2024-01-09,2,32.84,65.68
SKU008_20240110_403,SKU008,2024-01-10,8,32.84,262.72
SKU008_20240111_767,SKU008,2024-01-11,10,32.84,328.40000000000003
SKU008_20240112_297,SKU008,2024-01-12,7,32.84,229.88000000000002
SKU008_20240113_428,SKU008,2024-01-13,12,32.84,394.08000000000004
SKU008_20240114_626,SKU008,2024-01-14,15,32.84,492.6
SKU008_20240115_184,SKU008,2024-01-15,11,32.84,361.24
SKU008_20240116_198,SKU008,2024-01-16,5,32.84,164.20000000000002
SKU008_20240117_271,SKU008,2024-01-17,12,32.84,394.08000000000004
SKU008_20240118_891,SKU008,2024-01-18,9,32.84,295.56000000000006
SKU008_20240119_650,SKU008,2024-01-19,9,32.84,295.56000000000006
SKU008_20240120_646,SKU008,2024-01-20,8,32.84,262.72
SKU008_20240121_107,SKU008,2024-01-21,11,32.84,361.24
SKU008_20240122_741,SKU008,2024-01-22,8,32.84,262.72
SKU008_20240123_167,SKU008,2024-01-23,17,32.84,558.2800000000001
SKU008_20240124_315,SKU008,2024-01-24,8,32.84,262.72
SKU008_20240125_786,SKU008,2024-01-25,6,32.84,197.04000000000002
SKU008_20240126_744,SKU008,2024-01-26,11,32.84,361.24
SKU008_20240127_892,SKU008,2024-01-27,14,32.84,459.76000000000005
SKU008_20240128_318,SKU008,2024-01-28,10,32.84,328.40000000000003
SKU008_20240129_985,SKU008,2024-01-29,12,32.84,394.08000000000004
SKU008_20240130_801,SKU008,2024-01-30,10,32.84,328.40000000000003
SKU008_20240131_534,SKU008,2024-01-31,7,32.84,229.88000000000002
SKU008_20240201_955,SKU008,2024-02-01,11,32.84,361.24
SKU008_20240202_206,SKU008,2024-02-02,11,32.84,361.24
SKU008_20240203_310,SKU008,2024-02-03,10,32.84,328.40000000000003
SKU008_20240204_650,SKU008,2024-02-04,11,32.84,361.24
SKU008_20240205_948,SKU008,2024-02-05,12,32.84,394.08000000000004
SKU008_20240206_819,SKU008,2024-02-06,10,32.84,328.40000000000003
SKU008_20240207_999,SKU008,2024-02-07,13,32.84,426.9200000000001
SKU008_20240208_859,SKU008,2024-02-08,9,32.84,295.56000000000006
SKU008_20240209_893,SKU008,2024-02-09,8,32.84,262.72
SKU008_20240210_545,SKU008,2024-02-10,12,32.84,394.08000000000004
SKU008_20240211_762,SKU008,2024-02-11,15,32.84,492.6
SKU008_20240212_936,SKU008,2024-02-12,5,32.84,164.20000000000002
SKU008_20240213_173,SKU008,2024-02-13,7,32.84,229.88000000000002
SKU008_20240214_864,SKU008,2024-02-14,10,32.84,328.40000000000003
SKU008_20240215_802,SKU008,2024-02-15,8,32.84,262.72
SKU008_20240216_257,SKU008,2024-02-16,8,32.84,262.72
SKU008_20240217_124,SKU008,2024-02-17,12,32.84,394.08000000000004
SKU008_20240218_570,SKU008,2024-02-18,8,32.84,262.72
SKU008_20240219_834,SKU008,2024-02-19,9,32.84,295.56000000000006
SKU008_20240220_439,SKU008,2024-02-20,6,32.84,197.04000000000002
SKU008_20240221_138,SKU008,2024-02-21,12,32.84,394.08000000000004
SKU008_20240222_189,SKU008,2024-02-22,10,32.84,328.40000000000003
SKU008_20240223_175,SKU008,2024-02-23,6,32.84,197.04000000000002
SKU008_20240224_155,SKU008,2024-02-24,9,32.84,295.56000000000006
SKU008_20240225_282,SKU008,2024-02-25,11,32.84,361.24
SKU008_20240226_913,SKU008,2024-02-26,8,32.84,262.72
SKU008_20240227_357,SKU008,2024-02-27,7,32.84,229.88000000000002
SKU008_20240228_671,SKU008,2024-02-28,3,32.84,98.52000000000001
SKU008_20240229_172,SKU008,2024-02-29,11,32.84,361.24
SKU008_20240301_688,SKU008,2024-03-01,12,32.84,394.08000000000004
SKU008_20240302_941,SKU008,2024-03-02,9,32.84,295.56000000000006
SKU008_20240303_333,SKU008,2024-03-03,10,32.84,328.40000000000003
SKU008_20240304_364,SKU008,2024-03-04,18,32.84,591.1200000000001
SKU008_20240305_517,SKU008,2024-03-05,11,32.84,361.24
SKU008_20240306_497,SKU008,2024-03-06,11,32.84,361.24
SKU008_20240307_561,SKU008,2024-03-07,9,32.84,295.56000000000006
SKU008_20240308_745,SKU008,2024-03-08,13,32.84,426.9200000000001
SKU008_20240309_514,SKU008,2024-03-09,17,32.84,558.2800000000001
SKU008_20240310_543,SKU008,2024-03-10,14,32.84,459.76000000000005
SKU008_20240311_423,SKU008,2024-03-11,13,32.84,426.9200000000001
SKU008_20240312_117,SKU008,2024-03-12,13,32.84,426.9200000000001
SKU008_20240313_498,SKU008,2024-03-13,15,32.84,492.6
SKU008_20240314_789,SKU008,2024-03-14,11,32.84,361.24
SKU008_20240315_221,SKU008,2024-03-15,9,32.84,295.56000000000006
SKU008_20240316_647,SKU008,2024-03-16,14,32.84,459.76000000000005
SKU008_20240317_106,SKU008,2024-03-17,20,32.84,656.8000000000001
SKU008_20240318_756,SKU008,2024-03-18,11,32.84,361.24
SKU008_20240319_837,SKU008,2024-03-19,8,32.84,262.72
SKU008_20240320_733,SKU008,2024-03-20,10,32.84,328.40000000000003
SKU008_20240321_164,SKU008,2024-03-21,12,32.84,394.08000000000004
SKU008_20240322_874,SKU008,2024-03-22,9,32.84,295.56000000000006
SKU008_20240323_863,SKU008,2024-03-23,10,32.84,328.40000000000003
SKU008_20240324_699,SKU008,2024-03-24,6,32.84,197.04000000000002
SKU008_20240325_146,SKU008,2024-03-25,9,32.84,295.56000000000006
SKU008_20240326_817,SKU008,2024-03-26,5,32.84,164.20000000000002
SKU008_20240327_968,SKU008,2024-03-27,8,32.84,262.72
SKU008_20240328_174,SKU008,2024-03-28,12,32.84,394.08000000000004
SKU008_20240329_466,SKU008,2024-03-29,7,32.84,229.88000000000002
SKU008_20240330_614,SKU008,2024-03-30,9,32.84,295.56000000000006
SKU008_20240331_208,SKU008,2024-03-31,8,32.84,262.72
SKU008_20240401_396,SKU008,2024-04-01,10,32.84,328.40000000000003
SKU008_20240402_905,SKU008,2024-04-02,8,32.84,262.72
SKU008_20240403_802,SKU008,2024-04-03,10,32.84,328.40000000000003
SKU008_20240404_408,SKU008,2024-04-04,5,32.84,164.20000000000002
SKU008_20240405_721,SKU008,2024-04-05,14,32.84,459.76000000000005
SKU008_20240406_188,SKU008,2024-04-06,10,32.84,328.40000000000003
SKU008_20240407_388,SKU008,2024-04-07,14,32.84,459.76000000000005
SKU008_20240408_883,SKU008,2024-04-08,10,32.84,328.40000000000003
SKU008_20240409_548,SKU008,2024-04-09,16,32.84,525.44
SKU008_20240410_490,SKU008,2024-04-10,5,32.84,164.20000000000002
SKU008_20240411_504,SKU008,2024-04-11,13,32.84,426.9200000000001
SKU008_20240412_941,SKU008,2024-04-12,7,32.84,229.88000000000002
SKU008_20240413_776,SKU008,2024-04-13,13,32.84,426.9200000000001
SKU008_20240414_131,SKU008,2024-04-14,13,32.84,426.9200000000001
SKU008_20240415_585,SKU008,2024-04-15,9,32.84,295.56000000000006
SKU008_20240416_260,SKU008,2024-04-16,13,32.84,426.9200000000001
SKU008_20240417_646,SKU008,2024-04-17,9,32.84,295.56000000000006
SKU008_20240418_325,SKU008,2024-04-18,9,32.84,295.56000000000006
SKU008_20240419_239,SKU008,2024-04-19,7,32.84,229.88000000000002
SKU008_20240420_864,SKU008,2024-04-20,8,32.84,262.72
SKU008_20240421_500,SKU008,2024-04-21,14,32.84,459.76000000000005
SKU008_20240422_915,SKU008,2024-04-22,8,32.84,262.72
SKU008_20240423_916,SKU008,2024-04-23,9,32.84,295.56000000000006
SKU008_20240424_969,SKU008,2024-04-24,10,32.84,328.40000000000003
SKU008_20240425_658,SKU008,2024-04-25,3,32.84,98.52000000000001
SKU008_20240426_402,SKU008,2024-04-26,11,32.84,361.24
SKU008_20240427_749,SKU008,2024-04-27,18,32.84,591.1200000000001
SKU008_20240428_247,SKU008,2024-04-28,14,32.84,459.76000000000005
SKU008_20240429_405,SKU008,2024-04-29,6,32.84,197.04000000000002
SKU008_20240430_793,SKU008,2024-04-30,3,32.84,98.52000000000001
SKU008_20240501_914,SKU008,2024-05-01,9,32.84,295.56000000000006
SKU008_20240502_987,SKU008,2024-05-02,7,32.84,229.88000000000002
SKU008_20240503_846,SKU008,2024-05-03,5,32.84,164.20000000000002
SKU008_20240504_763,SKU008,2024-05-04,10,32.84,328.40000000000003
SKU008_20240505_482,SKU008,2024-05-05,9,32.84,295.56000000000006
SKU008_20240506_111,SKU008,2024-05-06,5,32.84,164.20000000000002
SKU008_20240507_666,SKU008,2024-05-07,11,32.84,361.24
SKU008_20240508_995,SKU008,2024-05-08,8,32.84,262.72
SKU008_20240509_668,SKU008,2024-05-09,11,32.84,361.24
SKU008_20240510_244,SKU008,2024-05-10,11,32.84,361.24
SKU008_20240511_226,SKU008,2024-05-11,18,32.84,591.1200000000001
SKU008_20240512_142,SKU008,2024-05-12,15,32.84,492.6
SKU008_20240513_105,SKU008,2024-05-13,9,32.84,295.56000000000006
SKU008_20240514_686,SKU008,2024-05-14,12,32.84,394.08000000000004
SKU008_20240515_710,SKU008,2024-05-15,7,32.84,229.88000000000002
SKU008_20240516_503,SKU008,2024-05-16,15,32.84,492.6
SKU008_20240517_650,SKU008,2024-05-17,9,32.84,295.56000000000006
SKU008_20240518_660,SKU008,2024-05-18,10,32.84,328.40000000000003
SKU008_20240519_187,SKU008,2024-05-19,16,32.84,525.44
SKU008_20240520_412,SKU008,2024-05-20,9,32.84,295.56000000000006
SKU008_20240521_315,SKU008,2024-05-21,8,32.84,262.72
SKU008_20240522_866,SKU008,2024-05-22,8,32.84,262.72
SKU008_20240523_859,SKU008,2024-05-23,9,32.84,295.56000000000006
SKU008_20240524_843,SKU008,2024-05-24,5,32.84,164.20000000000002
SKU008_20240525_452,SKU008,2024-05-25,13,32.84,426.9200000000001
SKU008_20240526_316,SKU008,2024-05-26,12,32.84,394.08000000000004
SKU008_20240527_522,SKU008,2024-05-27,13,32.84,426.9200000000001
SKU008_20240528_761,SKU008,2024-05-28,8,32.84,262.72
